State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Delaware,78.52,Royal Enfield,Himalayan,128594,2016,907,Hybrid,44.26,Second,2024,Active,Individual,59257.26,Johnsonfort
Illinois,43.4,Honda,Passion Pro,72493,2017,138,Petrol,58.19,First,2021,Expired,Dealer,35735.6,Housebury
Louisiana,12.48,Honda,Himalayan,80564,2022,352,Hybrid,63.51,Third,2016,Active,Individual,25054.6,Floydhaven
Arkansas,26.73,Bajaj,125 Duke,240003,2022,361,Petrol,55.34,Second,2023,Expired,Individual,181362.05,New Natasha
Wyoming,19.11,Kawasaki,RC 390,234504,2016,244,Hybrid,36.92,Third,2020,Expired,Individual,107718.26,Shawhaven
Pennsylvania,68.93,KTM,MT-15,285602,2022,590,Hybrid,90.72,Third,2022,Expired,Dealer,223804.14,East Michaelfurt
Delaware,62.77,Hero,Avenger 220,337796,2021,277,Petrol,64.52,Third,2020,Expired,Individual,225824.71,West Robertborough
Virginia,12.33,Yamaha,Glamour,315120,2024,589,Petrol,45.7,First,2021,Active,Dealer,208738.78,Teresastad
South Carolina,28.74,Honda,Z650,379261,2017,597,Hybrid,49.25,Second,2024,Not Available,Individual,262562.0,Port Patriciaborough
Wyoming,49.49,KTM,Xtreme 160R,280297,2019,665,Electric,82.24,First,2024,Expired,Dealer,175009.27,Lake Jenniferborough
Arkansas,73.56,KTM,Glamour,231064,2023,488,Petrol,51.57,First,2021,Not Available,Dealer,114948.37,Howellmouth
Michigan,5.96,Yamaha,Platina 110,265229,2020,490,Petrol,66.2,Second,2019,Expired,Individual,134321.96,Justinberg
Pennsylvania,11.19,Hero,390 Adventure,212784,2024,427,Petrol,34.08,Third,2022,Expired,Dealer,118865.35,Lake Jameshaven
New York,44.9,KTM,R15 V4,97810,2023,170,Petrol,36.49,Second,2023,Expired,Individual,67581.35,Lesterland
Nebraska,66.05,Hero,CT 100,198989,2021,514,Petrol,94.01,Third,2019,Expired,Individual,114643.33,Anthonyhaven
Delaware,47.26,Royal Enfield,FZ V3,121865,2016,652,Electric,93.05,Second,2021,Active,Dealer,66363.3,New Kristybury
Ohio,75.77,TVS,Activa,319015,2022,144,Hybrid,67.3,First,2019,Active,Dealer,152080.51,Danielborough
Michigan,14.79,Honda,Shine,229318,2024,249,Hybrid,27.38,Third,2018,Active,Dealer,160544.08,Tracyport
Vermont,10.16,Kawasaki,Sport,110877,2023,849,Hybrid,86.18,Second,2016,Expired,Dealer,53138.98,Marshallville
California,37.82,TVS,Pulsar 150,75073,2020,461,Electric,73.06,Third,2021,Active,Dealer,35489.24,Calvinburgh
Colorado,65.05,KTM,Classic 350,112023,2020,455,Hybrid,89.11,Second,2024,Expired,Individual,56569.5,Dylanshire
Michigan,38.59,Bajaj,Pulsar 150,266101,2022,687,Hybrid,54.29,First,2019,Expired,Individual,131756.3,New Susanbury
South Carolina,42.12,KTM,Sport,108222,2023,926,Electric,85.76,Third,2024,Not Available,Individual,54023.83,North Wayneside
North Carolina,75.24,Bajaj,MT-15,298802,2021,412,Petrol,56.55,Third,2021,Expired,Individual,203064.43,North Lisabury
Utah,68.91,TVS,Xtreme 160R,174738,2017,788,Hybrid,80.32,Third,2020,Expired,Individual,73593.34,North Linda
New York,33.8,Yamaha,Hunter 350,217590,2024,584,Petrol,66.09,Second,2024,Active,Dealer,131508.48,Nathanshire
Montana,13.44,Hero,FZ V3,237951,2018,271,Electric,64.58,First,2019,Expired,Individual,153605.29,South Moniquefurt
Maine,16.88,Hero,Apache RTR 160,365338,2018,670,Electric,93.62,Third,2024,Not Available,Individual,165239.61,New Juanberg
New Mexico,79.83,Yamaha,Splendor Plus,283575,2021,422,Hybrid,78.0,First,2021,Expired,Individual,179687.87,Susanshire
Arkansas,27.1,Royal Enfield,Shine,364698,2020,211,Petrol,25.79,First,2022,Active,Individual,209851.71,East Josephport
North Dakota,7.24,Hero,HF Deluxe,276487,2024,447,Hybrid,68.2,Second,2021,Expired,Dealer,157588.94,Campbellland
South Carolina,41.19,Honda,Unicorn,153564,2015,279,Petrol,70.27,Second,2024,Not Available,Individual,109778.95,Lake Joseph
Connecticut,62.54,KTM,Passion Pro,341487,2015,700,Petrol,53.52,Second,2024,Active,Dealer,224127.35,West Brandyport
Illinois,78.84,Kawasaki,Glamour,317737,2016,115,Electric,97.73,First,2018,Active,Individual,270040.56,East Danielview
Idaho,47.33,Royal Enfield,FZ V3,371052,2015,292,Hybrid,74.98,Third,2023,Expired,Dealer,237577.27,North Benjamin
Tennessee,24.93,Royal Enfield,Ninja 300,262854,2021,938,Electric,60.77,Second,2024,Active,Dealer,106214.36,Jamesside
Tennessee,40.99,KTM,Z650,237754,2023,483,Petrol,30.21,Third,2018,Expired,Dealer,131820.04,Andreaborough
Hawaii,8.41,KTM,HF Deluxe,363238,2022,800,Petrol,40.14,First,2017,Active,Dealer,185055.79,South Alyssaside
Arizona,45.56,KTM,Versys 650,82942,2017,499,Petrol,27.95,Second,2023,Active,Dealer,49675.07,West Mathewchester
Illinois,28.36,TVS,RC 390,223654,2015,854,Petrol,55.9,Third,2021,Expired,Individual,131675.27,New Lisastad
Vermont,59.39,Kawasaki,Hunter 350,224541,2016,580,Hybrid,44.23,First,2023,Active,Dealer,96385.45,Smithstad
Mississippi,18.18,Yamaha,Unicorn,313944,2018,726,Hybrid,27.48,Third,2024,Active,Dealer,198540.37,South Michael
Connecticut,22.34,KTM,Apache RTR 160,174455,2021,413,Petrol,37.76,First,2023,Active,Dealer,142959.04,Edwardsshire
Mississippi,26.91,Bajaj,Avenger 220,61638,2018,803,Hybrid,47.54,First,2024,Not Available,Individual,59780.38,Lindsaytown
Alabama,51.63,Bajaj,Apache RTR 160,340656,2016,528,Hybrid,41.58,Third,2018,Expired,Dealer,253392.71,Eugenebury
Connecticut,24.21,Kawasaki,Unicorn,253757,2019,144,Hybrid,71.94,First,2022,Not Available,Individual,107038.07,Patrickside
Texas,66.09,Yamaha,Classic 350,68904,2022,410,Electric,95.79,Third,2022,Not Available,Dealer,35393.37,Caitlintown
West Virginia,10.02,Royal Enfield,RC 390,255332,2018,127,Electric,81.66,Third,2023,Active,Individual,163376.8,Howardville
South Carolina,28.4,Hero,125 Duke,193950,2024,453,Petrol,53.45,Third,2022,Not Available,Dealer,121481.12,Jennyside
Colorado,73.95,Kawasaki,Splendor Plus,328048,2022,461,Hybrid,91.54,First,2022,Not Available,Dealer,224226.25,Lake Shannon
Pennsylvania,17.04,Bajaj,Classic 350,293630,2021,972,Hybrid,87.31,Second,2016,Not Available,Dealer,208438.87,Jordanbury
Nevada,56.97,KTM,125 Duke,89423,2018,925,Hybrid,78.42,Third,2022,Active,Individual,72072.8,Jonesmouth
Pennsylvania,31.38,Royal Enfield,Meteor 350,372465,2022,257,Electric,79.15,First,2015,Not Available,Dealer,221489.36,East Brianberg
Louisiana,41.9,Yamaha,Himalayan,85346,2019,481,Hybrid,48.65,First,2019,Not Available,Individual,87080.48,Marksland
Pennsylvania,28.18,Bajaj,Shine,229257,2024,404,Hybrid,88.49,First,2024,Active,Individual,131971.51,North Anthony
Utah,45.09,Kawasaki,Ninja 400,379762,2022,400,Hybrid,53.14,First,2015,Active,Individual,251804.48,West James
Nebraska,73.69,Honda,Hunter 350,360952,2024,891,Electric,89.56,Third,2020,Expired,Dealer,221027.95,Kiarafort
Maine,68.34,KTM,Splendor Plus,65999,2016,234,Electric,93.79,Third,2024,Expired,Individual,49057.86,New Jerry
New Jersey,47.44,Honda,Classic 350,392405,2019,576,Hybrid,53.4,First,2022,Active,Individual,269429.29,Jonesland
Florida,37.06,Yamaha,Unicorn,100907,2016,577,Electric,84.24,First,2024,Active,Individual,60865.16,Johnstad
Rhode Island,12.82,Kawasaki,Apache RTR 160,232032,2017,926,Electric,97.32,Second,2023,Active,Individual,151485.74,Scottfurt
New Mexico,57.14,KTM,Xtreme 160R,299719,2021,786,Petrol,83.42,Second,2016,Active,Individual,246758.3,Watsonborough
Nebraska,56.17,Bajaj,Ronin,376128,2019,183,Electric,73.24,First,2022,Active,Dealer,212904.7,Port Blaketon
Maryland,12.51,KTM,125 Duke,369167,2019,949,Hybrid,50.25,First,2022,Expired,Dealer,199919.93,Lake Richard
Utah,57.59,Yamaha,Sport,115652,2016,432,Electric,93.39,First,2024,Active,Individual,72427.74,Vazquezstad
Ohio,6.26,Bajaj,Shine,84249,2017,461,Hybrid,79.36,Third,2015,Expired,Individual,37562.98,Cannonborough
Massachusetts,18.22,Royal Enfield,Duke 200,114039,2022,976,Hybrid,59.92,First,2015,Not Available,Dealer,68471.91,Hughesmouth
Rhode Island,18.41,Yamaha,R15 V4,170506,2021,637,Petrol,48.89,First,2024,Active,Dealer,52016.19,Gabrielfort
Maine,37.56,Yamaha,Vulcan S,95065,2015,419,Hybrid,82.65,Second,2024,Expired,Individual,83651.79,Lake Ryan
Illinois,58.27,Honda,CT 100,319230,2022,989,Petrol,93.04,First,2022,Expired,Individual,214172.76,Taylorview
New Jersey,65.38,Hero,CT 100,98067,2024,926,Hybrid,54.98,First,2023,Expired,Dealer,76657.11,East Caitlin
South Dakota,9.58,KTM,Vulcan S,109527,2023,565,Electric,94.95,Second,2023,Active,Dealer,74758.64,New Danaport
Rhode Island,36.03,Honda,Splendor Plus,399053,2018,983,Petrol,29.97,Second,2020,Not Available,Dealer,305562.16,Anthonymouth
Pennsylvania,51.55,TVS,Platina 110,100527,2021,105,Electric,61.67,Second,2024,Expired,Dealer,80300.65,Wintersside
Alaska,27.61,Bajaj,Vulcan S,286850,2023,431,Electric,30.93,Third,2022,Active,Individual,164138.26,Port Jennifer
Connecticut,26.68,Hero,Ninja 400,121097,2023,534,Hybrid,27.11,Third,2024,Not Available,Dealer,63162.29,East Amandamouth
South Dakota,19.62,Honda,Classic 350,247992,2015,660,Petrol,62.58,Second,2022,Not Available,Individual,130298.38,Stevenshire
Connecticut,40.73,Bajaj,R15 V4,324004,2021,886,Electric,70.09,Third,2024,Not Available,Dealer,168376.11,Tiffanyside
Alaska,38.03,Kawasaki,Dominar 400,141687,2017,378,Electric,94.89,Second,2022,Expired,Dealer,46652.13,Rachelton
Maryland,66.34,KTM,Ninja 400,149677,2015,435,Hybrid,65.24,First,2023,Not Available,Dealer,60406.66,Bradleyfort
Texas,16.5,Hero,Duke 200,369168,2015,659,Petrol,52.47,Third,2024,Expired,Dealer,237424.11,Lake Brent
Alabama,11.79,Royal Enfield,Vulcan S,254821,2020,429,Petrol,27.8,First,2023,Expired,Dealer,114372.9,Bennettton
West Virginia,14.34,Yamaha,Z650,338675,2017,480,Petrol,44.35,First,2017,Active,Dealer,181324.45,North Marcusbury
Oregon,49.4,Hero,Z650,76359,2018,992,Hybrid,51.29,Third,2022,Active,Dealer,62128.03,Sabrinabury
Hawaii,42.44,Hero,Z650,159426,2024,818,Electric,80.33,Second,2024,Not Available,Dealer,130558.4,Lozanobury
Illinois,52.39,Honda,Xtreme 160R,122360,2018,230,Hybrid,48.6,Second,2023,Not Available,Individual,109286.14,South Kenneth
Wyoming,43.24,Honda,Ninja 400,377900,2017,543,Petrol,33.01,Third,2023,Expired,Individual,271386.03,South Angela
Kansas,69.44,Bajaj,Xtreme 160R,78514,2016,886,Petrol,54.12,Second,2024,Not Available,Dealer,47863.99,Barberstad
North Dakota,48.53,KTM,Ninja 400,397833,2015,383,Hybrid,68.84,Second,2022,Active,Individual,295586.96,Kevintown
Ohio,8.46,Yamaha,Duke 200,169036,2020,246,Electric,74.12,Second,2024,Active,Dealer,134777.87,West Elizabeth
Utah,37.45,Bajaj,Versys 650,121535,2023,532,Petrol,36.67,Second,2024,Active,Dealer,61256.26,North Michaelland
Michigan,25.04,Honda,250 Duke,153467,2023,877,Electric,57.35,Third,2023,Expired,Individual,80855.79,New Holly
Mississippi,6.25,Kawasaki,Vulcan S,196411,2024,267,Hybrid,62.52,Third,2019,Active,Dealer,69399.83,New Raymond
Tennessee,41.02,TVS,Hunter 350,140190,2024,768,Hybrid,63.95,Third,2023,Active,Dealer,101206.98,Carolchester
Kansas,49.16,Honda,Activa,394165,2017,397,Electric,96.52,First,2021,Expired,Individual,242036.18,Bernardbury
New Mexico,66.81,Hero,Ninja 400,269581,2023,286,Hybrid,46.71,First,2024,Active,Individual,124274.64,Lake Jeremiah
Missouri,54.55,KTM,Pulsar 150,325999,2016,762,Electric,92.81,Second,2020,Expired,Dealer,180344.18,South Samanthafurt
Michigan,32.51,Yamaha,Dio,88178,2015,143,Electric,92.81,Third,2023,Active,Dealer,48007.34,Gregburgh
Missouri,24.78,KTM,Unicorn,349893,2018,576,Electric,66.19,Third,2024,Expired,Dealer,190263.42,East Richard
Maryland,10.7,Hero,MT-15,114662,2020,161,Petrol,30.93,Second,2023,Not Available,Dealer,96696.34,East Thomasfort
Indiana,12.84,Kawasaki,Dominar 400,167191,2023,252,Hybrid,39.68,Second,2023,Active,Dealer,87085.92,Rhondaville
Delaware,16.72,Hero,Glamour,213025,2015,803,Petrol,48.82,Second,2024,Expired,Individual,150239.52,East Carol
New York,24.32,Yamaha,390 Adventure,239177,2018,113,Electric,66.07,First,2022,Expired,Individual,173588.68,New Mark
Colorado,19.42,TVS,125 Duke,346751,2023,564,Electric,74.94,First,2019,Active,Individual,240952.09,Johnsonmouth
Oklahoma,43.44,Royal Enfield,Vulcan S,114188,2022,144,Electric,56.57,Third,2019,Expired,Individual,74843.06,West Laura
New Hampshire,61.67,Hero,Versys 650,218299,2019,950,Electric,95.54,Third,2020,Active,Individual,132861.48,Port Samuelview
Kentucky,43.11,Bajaj,Z650,346817,2021,528,Electric,85.76,Second,2024,Expired,Dealer,199370.43,Lake Susanstad
Alabama,12.19,Honda,Fascino 125,387073,2015,295,Electric,97.08,First,2021,Active,Dealer,268805.49,Port Brittanytown
Louisiana,76.01,Hero,Ray ZR,193577,2019,886,Petrol,31.05,First,2016,Active,Dealer,117394.1,Port Sharonberg
Minnesota,13.82,KTM,Avenger 220,231632,2024,424,Electric,82.08,Second,2024,Expired,Individual,173024.97,North Traci
Kansas,72.61,Honda,Interceptor 650,224733,2019,938,Hybrid,75.21,Second,2021,Active,Individual,163804.17,Lisatown
New York,71.92,Royal Enfield,Xtreme 160R,380728,2016,873,Hybrid,63.69,Third,2024,Not Available,Dealer,263453.99,West Alan
California,69.55,Honda,RC 390,182509,2016,620,Hybrid,57.05,Third,2022,Expired,Dealer,95777.64,Michaelside
Tennessee,62.19,Yamaha,Pulsar 150,330506,2024,227,Hybrid,53.24,First,2016,Expired,Individual,122691.41,Port Juanberg
Idaho,40.33,Royal Enfield,Vulcan S,287496,2022,780,Electric,82.8,First,2021,Not Available,Dealer,196373.46,New Tim
Massachusetts,17.85,TVS,Interceptor 650,306763,2017,808,Hybrid,62.34,First,2023,Expired,Dealer,189486.4,New Laurenfurt
Arizona,67.08,KTM,RC 390,198638,2017,387,Hybrid,69.91,Second,2019,Expired,Dealer,80307.21,Lake Brian
Maine,79.59,Kawasaki,Apache RTR 160,376473,2016,889,Hybrid,71.28,First,2022,Active,Dealer,198649.04,Lake Briantown
Arkansas,41.96,Kawasaki,390 Adventure,290884,2016,714,Electric,52.65,Second,2022,Expired,Individual,183323.17,Henrychester
Utah,22.76,TVS,Dominar 400,359325,2020,921,Petrol,66.44,First,2022,Not Available,Individual,251431.15,Port Troy
Idaho,73.64,Bajaj,R15 V4,261554,2020,559,Petrol,37.47,First,2017,Expired,Dealer,165815.1,Howardbury
Iowa,60.21,Hero,Himalayan,286898,2021,611,Electric,98.42,First,2023,Active,Dealer,140000.31,Port Larry
Idaho,66.83,Yamaha,Interceptor 650,300842,2023,389,Electric,88.49,First,2022,Not Available,Dealer,171594.97,Melodyport
Wisconsin,37.54,Bajaj,Sport,315558,2024,597,Electric,86.89,First,2023,Active,Individual,162150.05,Stevensonside
Delaware,66.71,Bajaj,Vulcan S,214061,2024,373,Electric,88.65,Third,2016,Not Available,Dealer,100246.54,Port Traceymouth
Mississippi,64.4,Yamaha,Sport,316271,2023,275,Petrol,40.12,Third,2016,Expired,Individual,132702.3,Jacksonburgh
Kansas,65.17,Honda,390 Adventure,125499,2024,807,Electric,78.92,First,2022,Expired,Individual,108472.47,Andrewshire
Iowa,70.0,KTM,NTorq 125,300464,2016,464,Hybrid,93.6,Third,2023,Not Available,Individual,173592.28,West Lindseyland
Alaska,22.64,Kawasaki,Dio,309525,2021,596,Hybrid,66.73,Third,2016,Active,Individual,187185.12,South Karibury
Maryland,50.79,Kawasaki,CBR 650R,114684,2015,665,Electric,97.72,Third,2021,Expired,Dealer,70488.08,West Erin
Nebraska,36.99,TVS,Versys 650,372152,2015,855,Hybrid,99.23,Third,2017,Expired,Dealer,237663.37,Lake Donaldville
Connecticut,56.92,Yamaha,Ninja 400,330471,2024,226,Electric,98.56,First,2022,Not Available,Dealer,175552.67,New Heather
Florida,16.25,TVS,Unicorn,108019,2019,822,Petrol,49.97,Third,2020,Active,Individual,110592.26,Lawrencetown
North Carolina,63.71,KTM,MT-15,378041,2024,563,Electric,90.54,Third,2023,Expired,Individual,207120.54,Haydenbury
Tennessee,5.9,Honda,CBR 650R,154871,2015,959,Petrol,35.18,First,2021,Not Available,Dealer,85782.11,Lake Mike
Indiana,16.74,Hero,HF Deluxe,63363,2023,826,Electric,96.56,First,2024,Active,Dealer,33759.66,Tonymouth
Tennessee,10.05,KTM,HF Deluxe,273651,2022,982,Hybrid,97.11,First,2022,Not Available,Dealer,165994.95,North Antonio
Nebraska,23.67,Hero,NTorq 125,299215,2017,701,Petrol,61.8,First,2024,Not Available,Individual,229553.02,Karaview
Kentucky,14.28,Honda,Ninja 400,285292,2015,221,Petrol,34.55,First,2024,Expired,Dealer,233931.34,Munozland
Georgia,14.9,Hero,R15 V4,295655,2017,827,Hybrid,78.18,First,2016,Active,Dealer,126146.46,Martinside
Missouri,24.47,Kawasaki,HF Deluxe,57310,2016,338,Hybrid,50.34,Second,2016,Active,Dealer,40500.43,Ronaldport
Arizona,58.28,Hero,Passion Pro,319626,2020,605,Hybrid,61.22,Second,2024,Active,Individual,157696.71,East Timothy
South Dakota,35.65,Honda,NTorq 125,146549,2022,322,Petrol,74.9,First,2020,Active,Dealer,118388.08,Colemanhaven
Vermont,59.97,Yamaha,Pulsar 150,141045,2021,222,Petrol,55.04,First,2016,Expired,Individual,112940.33,Williamsbury
Arizona,9.97,Honda,Dominar 400,172964,2019,667,Hybrid,66.43,Third,2022,Active,Dealer,69412.93,West Brenda
Alaska,30.85,KTM,Z650,357899,2023,479,Electric,93.71,Third,2022,Expired,Dealer,207957.23,Griffithfurt
New Jersey,45.2,Royal Enfield,Passion Pro,242491,2018,200,Petrol,50.19,Second,2018,Not Available,Individual,108653.26,Weissport
Massachusetts,46.71,Kawasaki,Unicorn,222818,2017,660,Electric,87.88,First,2017,Expired,Individual,180125.97,Mccarthytown
New York,67.53,Yamaha,250 Duke,79667,2022,540,Petrol,28.76,Third,2023,Active,Dealer,39195.79,Sanchezstad
Maine,27.52,Kawasaki,Unicorn,318570,2015,435,Hybrid,91.58,Second,2024,Active,Individual,276288.44,Lake Christopherhaven
Massachusetts,60.38,Bajaj,Splendor Plus,264740,2015,988,Hybrid,66.36,Third,2024,Active,Individual,172911.98,Port Emily
Montana,38.03,KTM,Hunter 350,63688,2020,304,Electric,98.28,Third,2024,Expired,Individual,37981.36,Catherineville
Alaska,35.51,Yamaha,Xtreme 160R,298761,2019,482,Petrol,53.44,Second,2022,Expired,Dealer,187008.38,Lake Gwendolynburgh
Vermont,58.78,Bajaj,Jupiter,230816,2019,553,Hybrid,88.88,Second,2018,Expired,Individual,130397.98,Jerryberg
Indiana,30.05,Royal Enfield,Xtreme 160R,278215,2020,894,Petrol,40.49,Third,2022,Expired,Individual,149449.88,Hawkinstown
Delaware,67.17,Honda,Glamour,81882,2018,419,Electric,86.3,Third,2023,Active,Dealer,40829.3,Cooperport
Indiana,63.51,Royal Enfield,Hunter 350,122843,2019,658,Hybrid,94.53,First,2019,Not Available,Dealer,88615.04,Wilsontown
California,24.78,Honda,Pulsar 150,258764,2016,644,Hybrid,78.23,Third,2022,Not Available,Dealer,161485.11,Adamsville
North Dakota,24.01,Bajaj,Ronin,79332,2023,929,Electric,94.1,Second,2024,Not Available,Individual,49260.79,Brownburgh
New Hampshire,36.89,Kawasaki,Himalayan,127458,2018,287,Electric,77.56,Third,2018,Active,Dealer,66882.69,North Cynthiabury
Florida,12.51,Royal Enfield,Jupiter,159173,2020,919,Petrol,79.08,Second,2019,Expired,Dealer,85593.53,Monicahaven
Kansas,11.58,TVS,Ronin,118648,2017,680,Electric,82.81,Second,2015,Expired,Individual,80490.81,Greenhaven
Nebraska,73.46,TVS,Passion Pro,356410,2024,140,Petrol,95.24,Third,2021,Not Available,Dealer,186814.66,South Robert
Arkansas,50.15,Honda,CBR 650R,92526,2020,418,Petrol,36.81,Third,2023,Active,Dealer,43451.78,Port Christinaside
Indiana,46.47,Kawasaki,Jupiter,290854,2018,983,Hybrid,67.02,First,2018,Active,Dealer,106897.83,Petersonside
Florida,61.79,Kawasaki,Hunter 350,296949,2018,217,Hybrid,75.55,Third,2022,Not Available,Individual,159728.24,East Mariah
Kentucky,67.94,Bajaj,Unicorn,190063,2018,840,Electric,60.73,Second,2024,Active,Individual,107671.2,New Jordan
Iowa,61.06,TVS,Fascino 125,315386,2023,638,Hybrid,50.56,First,2017,Active,Dealer,138835.35,Lake Deanchester
Illinois,70.11,Kawasaki,Pulsar 150,220550,2020,572,Petrol,30.98,Second,2015,Not Available,Dealer,147270.27,New Rubenville
Hawaii,62.68,Hero,Hunter 350,393166,2019,796,Petrol,83.65,Second,2022,Expired,Individual,270697.83,Port Darrellshire
Louisiana,39.87,Bajaj,HF Deluxe,64433,2024,627,Petrol,84.49,First,2018,Not Available,Dealer,39522.94,Craigland
Georgia,34.49,Yamaha,MT-15,139743,2019,217,Electric,70.36,First,2022,Active,Dealer,111739.86,North Kevinfurt
Kentucky,63.29,Yamaha,Ninja 300,122591,2023,826,Petrol,80.44,First,2017,Not Available,Individual,86179.5,Mcgeeberg
New Hampshire,27.45,TVS,NTorq 125,182697,2024,372,Hybrid,82.87,Third,2024,Not Available,Dealer,80648.95,North Trevorland
South Dakota,69.84,Honda,NTorq 125,395388,2024,893,Petrol,58.27,First,2022,Expired,Individual,291976.75,Karenport
Florida,68.73,Yamaha,Splendor Plus,355888,2022,500,Petrol,49.3,Third,2024,Expired,Individual,115691.08,Port Tammymouth
Mississippi,6.43,TVS,Z650,341520,2020,726,Hybrid,93.65,First,2021,Not Available,Individual,197951.62,East Richardstad
Missouri,76.54,TVS,Versys 650,107493,2023,377,Hybrid,81.61,Third,2022,Active,Individual,56110.23,New Martinland
Illinois,55.37,TVS,Versys 650,51753,2019,380,Hybrid,64.11,Third,2022,Expired,Individual,24555.01,Krystalmouth
Missouri,77.84,Kawasaki,Ronin,92606,2023,308,Petrol,38.3,First,2020,Expired,Dealer,94877.37,Chavezmouth
Oklahoma,71.44,Kawasaki,Ninja 400,212802,2015,506,Petrol,26.12,Third,2022,Expired,Individual,105640.89,Lynchland
Kentucky,18.23,Hero,Sport,90423,2020,986,Electric,98.5,First,2023,Active,Individual,61029.43,Andersonberg
Louisiana,74.57,Bajaj,Ninja 300,381936,2015,522,Hybrid,47.85,Second,2024,Active,Individual,234879.49,Cisnerosberg
Mississippi,42.88,Royal Enfield,Fascino 125,57182,2021,412,Hybrid,36.69,First,2018,Not Available,Dealer,27059.85,East Andrewside
Illinois,52.66,Bajaj,Interceptor 650,106057,2022,693,Electric,82.43,First,2021,Active,Individual,79191.22,Pachecobury
Washington,38.71,Yamaha,Activa,87014,2023,384,Electric,80.72,First,2023,Not Available,Individual,62054.31,East Juanhaven
South Dakota,39.12,Hero,Interceptor 650,310995,2020,687,Hybrid,62.21,First,2023,Expired,Dealer,122014.25,Donaldfort
Wisconsin,47.04,Honda,Jupiter,202547,2019,318,Hybrid,71.05,Second,2023,Active,Dealer,198775.29,New Mark
Maryland,54.09,Royal Enfield,Meteor 350,191272,2019,196,Petrol,81.86,First,2017,Expired,Dealer,73938.09,Michaelmouth
South Carolina,57.46,TVS,250 Duke,73292,2024,115,Electric,97.15,First,2017,Expired,Individual,66612.88,Kyleburgh
New Jersey,74.9,Kawasaki,Ninja 300,232465,2024,846,Petrol,51.7,Third,2024,Not Available,Dealer,109077.65,Heidimouth
New Jersey,62.5,KTM,Z650,63324,2022,180,Electric,49.33,First,2018,Active,Individual,35857.33,New Christinaville
Maine,14.93,Honda,Ray ZR,246436,2018,649,Electric,90.9,Second,2022,Active,Dealer,134058.73,Barrettside
New Jersey,77.59,Yamaha,390 Adventure,336456,2021,952,Hybrid,75.18,Second,2022,Not Available,Individual,199121.74,Port James
Oregon,42.25,KTM,Apache RTR 160,70418,2019,356,Hybrid,57.98,Second,2023,Expired,Dealer,40103.35,Ashleymouth
Louisiana,53.63,Kawasaki,RC 390,304415,2020,471,Hybrid,34.23,Second,2024,Not Available,Individual,262070.28,West Ariel
Arizona,57.2,Kawasaki,CT 100,156806,2015,903,Electric,96.22,First,2024,Not Available,Individual,75816.49,Christopherville
Arizona,43.08,Honda,Meteor 350,315003,2016,146,Hybrid,48.19,Third,2015,Active,Dealer,134586.7,Nguyenmouth
Nebraska,37.7,Yamaha,Platina 110,295890,2021,460,Hybrid,69.04,Second,2023,Not Available,Individual,193363.62,Frankhaven
Alabama,74.35,Yamaha,Versys 650,145788,2023,558,Hybrid,63.36,First,2015,Not Available,Individual,52254.31,Port Javierfort
Montana,29.11,Honda,250 Duke,141881,2020,370,Petrol,36.08,Second,2021,Not Available,Dealer,85236.08,Natalieshire
California,10.18,Kawasaki,Vulcan S,158326,2016,720,Hybrid,68.52,Second,2024,Not Available,Individual,113165.73,West Bobbychester
Delaware,8.79,Honda,Apache RTR 160,363029,2024,424,Petrol,28.51,First,2019,Not Available,Individual,249898.38,Victorbury
Alabama,9.97,Honda,Ninja 300,71271,2016,919,Electric,92.52,Third,2024,Not Available,Dealer,34334.5,South Lindsayside
Nebraska,47.24,Yamaha,Himalayan,281296,2022,478,Petrol,35.44,Second,2022,Not Available,Individual,127367.76,South Erikville
Iowa,54.54,TVS,Ray ZR,335783,2017,181,Hybrid,56.62,Third,2018,Not Available,Individual,179252.06,Fischershire
Wyoming,18.33,Yamaha,Unicorn,75363,2020,385,Hybrid,90.61,Second,2018,Active,Dealer,73863.07,North Michael
North Carolina,44.7,Yamaha,Vulcan S,119810,2018,451,Hybrid,86.43,Third,2024,Expired,Dealer,35273.01,Smithberg
Maryland,11.63,Bajaj,Interceptor 650,107924,2019,591,Petrol,25.44,Third,2022,Active,Individual,93752.07,Michaelview
Massachusetts,59.8,KTM,Passion Pro,324301,2015,359,Hybrid,57.36,Second,2022,Active,Individual,205702.78,South Mariabury
Nebraska,16.25,TVS,Z650,319529,2015,680,Petrol,37.62,First,2017,Active,Individual,204742.19,Acostafurt
Indiana,64.8,Kawasaki,Fascino 125,140425,2019,348,Hybrid,54.27,Second,2024,Active,Individual,54314.47,South Troy
Massachusetts,52.99,Kawasaki,Hunter 350,152656,2017,146,Petrol,32.81,First,2022,Active,Individual,103668.53,South Tracy
Ohio,40.25,Royal Enfield,250 Duke,311768,2017,683,Electric,63.87,Third,2019,Active,Dealer,234622.44,Lake Stephen
Delaware,67.42,KTM,Xtreme 160R,73588,2020,123,Hybrid,90.01,Second,2020,Not Available,Dealer,67273.14,Smithstad
Arkansas,25.42,Yamaha,250 Duke,257404,2020,353,Electric,78.59,First,2016,Not Available,Dealer,194723.34,New Alan
